codPostalOcurrencia,año,mes,cant_codpostal
C1416DRV,2022.0,4,1
C1416DRV,2022.0,5,3
C1416DRV,2022.0,6,1
C1416DRV,2022.0,7,1
C1416DRV,2022.0,8,2
C1416DRV,2022.0,9,1
C1416DRV,2022.0,11,1
C1416DRV,2023.0,4,1
C1416DRZ,2022.0,2,1
C1416DSK,2022.0,1,2
C1416DSK,2023.0,2,1
C1416DSR,2022.0,11,1
C1416DVN,2022.0,9,2
C1416DVN,2023.0,3,1
C1416DYA,2022.0,5,1
C1416DYA,2022.0,12,1
C1416DYF,2022.0,7,1
C1416DYV,2023.0,1,1
C1416EBD,2023.0,2,1
C1416EBI,2022.0,11,1
C1416ECJ,2022.0,7,1
C1416ECK,2022.0,8,1
C1416ECW,2022.0,2,1
C1416ECW,2022.0,6,1
C1416ECW,2022.0,8,1
C1416ECW,2022.0,12,2
C1416ECW,2023.0,1,2
C1416ECX,2022.0,1,2
C1416ECX,2023.0,3,1
C1416EDE,2022.0,9,1
C1416EFC,2022.0,8,1
C1416EFD,2022.0,3,1
C1416EFD,2022.0,5,1
C1416EFG,2022.0,11,1
C1416EFV,2022.0,5,1
C1416EFV,2022.0,6,1
C1416EFW,2022.0,4,1
C1416EHA,2022.0,1,1
C1416EHA,2023.0,2,1
C1416EHE,2022.0,3,1
C1416EKD,2022.0,2,1
C1416EKD,2022.0,5,1
C1416EKD,2022.0,6,1
C1416EKD,2023.0,1,1
C1416EKE,2022.0,4,1
C1416EKS,2022.0,1,1
C1416EKV,2022.0,12,1
C1416ELD,2022.0,2,1
C1416EXG,2022.0,6,1
C1416EXM,2022.0,3,1
C1416EXM,2022.0,11,1
C1416EXO,2022.0,2,1
C1416EXO,2022.0,4,1
C1416EXO,2022.0,7,1
C1416EXO,2022.0,9,2
C1416EXO,2023.0,2,3
C1416EXO,2023.0,3,2
C1416EXO,2023.0,4,2
C1416EXR,2022.0,3,1
C1416EXV,2022.0,4,1
C1416EXX,2022.0,3,1
C1416EXX,2022.0,5,1
C1416EXX,2023.0,1,1
C1416EYB,2022.0,2,1
C1416EZA,2022.0,12,1
C1416EZG,2022.0,2,1
C1416EZP,2023.0,3,1
C1416FCA,2022.0,4,1
C1416FFC,2022.0,2,1
C1416FFC,2022.0,8,1
C1416FFC,2023.0,3,1
C1416FIE,2023.0,2,1
C1416FIE,2023.0,3,1
C1416FKA,2022.0,5,1
C1416FKB,2022.0,4,1
C1416FMB,2022.0,8,1
C1417AAA,2022.0,10,1
C1417AAD,2022.0,5,1
C1417AAD,2023.0,1,3
C1417AAD,2023.0,2,1
C1417AAL,2022.0,12,1
C1417AAQ,2023.0,2,1
C1417AAQ,2023.0,3,1
C1417ABD,2022.0,5,1
C1417ABF,2022.0,4,2
C1417ABF,2022.0,6,2
C1417ABF,2022.0,7,1
C1417ABF,2022.0,8,1
C1417ABF,2022.0,10,2
C1417ABF,2022.0,11,1
C1417ABF,2023.0,1,1
C1417ABF,2023.0,4,1
C1417ABG,2022.0,9,1
C1417ADE,2022.0,5,1
C1417AEJ,2022.0,7,1
C1417AEJ,2022.0,12,1
C1417AHN,2022.0,9,1
C1417AIH,2022.0,9,1
C1417AIT,2022.0,12,1
C1417AKF,2022.0,7,1
C1417ALI,2022.0,3,1
C1417ALI,2022.0,12,1
C1417ALX,2022.0,4,1
C1417AQG,2023.0,3,1
C1417AQH,2023.0,1,1
C1417AQJ,2022.0,4,2
C1417ASD,2022.0,1,1
C1417ASD,2022.0,7,1
C1417ASD,2023.0,1,1
C1417ASF,2022.0,4,1
C1417ASF,2022.0,5,1
C1417ASF,2022.0,9,1
C1417ASF,2022.0,11,1
C1417ASF,2023.0,2,1
C1417ASI,2022.0,1,12
C1417ASZ,2022.0,6,1
C1417ATD,2022.0,6,1
C1417ATH,2022.0,4,1
C1417ATH,2022.0,7,2
C1417ATK,2023.0,1,1
C1417AUC,2022.0,6,1
C1417AUE,2022.0,3,1
C1417AUE,2022.0,5,1
C1417AUE,2022.0,8,1
C1417AUE,2022.0,12,1
C1417AUE,2023.0,1,1
C1417AYS,2022.0,4,1
C1417AZB,2022.0,10,1
C1417AZZ,2022.0,8,4
C1417AZZ,2023.0,2,1
C1417AZZ,2023.0,4,1
C1417BBB,2023.0,3,1
C1417BGC,2022.0,4,1
C1417BGC,2022.0,8,1
C1417BGD,2022.0,2,1
C1417BHG,2022.0,5,1
C1417BHG,2022.0,11,1
C1417BHG,2022.0,12,1
C1417BHH,2022.0,3,1
C1417BHH,2023.0,1,1
C1417BLV,2023.0,3,5
C1417BMZ,2022.0,1,4
C1417BMZ,2022.0,2,2
C1417BMZ,2022.0,3,1
C1417BMZ,2022.0,4,1
C1417BMZ,2022.0,5,2
C1417BMZ,2022.0,9,2
C1417BMZ,2022.0,10,2
C1417BMZ,2022.0,11,1
C1417BMZ,2022.0,12,1
C1417BMZ,2023.0,1,1
C1417BMZ,2023.0,3,1
C1417BSZ,2022.0,12,1
C1417BVF,2022.0,4,1
C1417BWD,2022.0,3,1
C1417BWD,2022.0,4,1
C1417BWD,2022.0,5,1
C1417BWD,2022.0,7,1
C1417BWD,2022.0,11,2
C1417CBA,2023.0,2,1
C1417CBA,2023.0,3,1
C1417CEA,2022.0,4,1
C1417CEC,2022.0,5,1
C1417COC,2022.0,2,1
C1417COC,2022.0,3,2
C1417COC,2022.0,5,2
C1417COC,2022.0,6,2
C1417COC,2022.0,7,1
C1417COC,2022.0,11,2
C1417COC,2023.0,2,1
C1417COC,2023.0,3,1
C1417COJ,2022.0,1,1
C1417COJ,2023.0,3,1
C1417CON,2023.0,2,1
C1417COY,2022.0,3,1
C1417COY,2022.0,8,1
C1417CRA,2023.0,3,1
C1417CRC,2022.0,12,1
C1417CRE,2022.0,9,1
C1417CSA,2022.0,4,2
C1417CSH,2022.0,9,1
C1417CSJ,2022.0,8,1
C1417CUB,2023.0,2,1
C1417CVC,2022.0,11,1
C1417CVE,2022.0,1,9
C1417CVE,2022.0,2,1
C1417CVE,2022.0,11,1
C1417CVE,2023.0,3,2
C1417CXB,2022.0,3,1
C1417CXB,2022.0,8,1
C1417CXB,2022.0,12,1
C1417DRB,2023.0,1,1
C1417DSE,2022.0,1,2
C1417DSE,2022.0,6,1
C1417DSH,2022.0,2,1
C1417DSH,2022.0,5,1
C1417DSH,2022.0,6,2
C1417DSN,2023.0,3,1
C1417DSW,2022.0,2,1
C1417DSW,2022.0,10,2
C1417DSW,2022.0,12,1
C1417DXR,2022.0,4,1
C1417DXR,2022.0,9,1
C1417EBA,2022.0,2,1
C1417EBF,2022.0,8,1
C1417EBL,2022.0,2,1
C1417EBL,2022.0,5,1
C1417EBL,2022.0,10,2
C1417EBL,2022.0,11,3
C1417EBL,2022.0,12,4
C1417EBL,2023.0,1,1
C1417EBL,2023.0,3,2
C1417EBO,2022.0,7,1
C1417EDC,2023.0,2,1
C1417EDG,2023.0,1,1
C1417EDJ,2022.0,3,1
C1417EDJ,2022.0,9,1
C1417EDJ,2022.0,10,1
C1417EDJ,2022.0,11,2
C1417EDJ,2022.0,12,1
C1417EDK,2022.0,2,1
C1417EDK,2022.0,4,1
C1417EEK,2022.0,1,1
C1417EEK,2022.0,2,1
C1417EEK,2022.0,8,1
C1417EFG,2022.0,5,1
C1417EHM,2022.0,3,1
C1417EHN,2022.0,5,1
C1417EHQ,2022.0,1,1
C1417EHQ,2022.0,3,1
C1417EHQ,2022.0,4,1
C1417EHR,2023.0,3,1
C1417EUA,2022.0,2,1
C1417EUF,2022.0,1,3
C1417EUF,2022.0,3,1
C1417EUF,2022.0,6,1
C1417EUF,2023.0,3,1
C1417EUF,2023.0,4,1
C1417EWE,2022.0,6,1
C1417EWK,2022.0,5,1
C1417EYX,2022.0,4,1
C1417EYX,2022.0,5,1
C1417EYZ,2022.0,3,1
C1417EYZ,2023.0,3,1
C1417FAB,2022.0,7,1
C1417FGA,2022.0,7,1
C1417FGA,2022.0,8,1
C1417FHL,2022.0,5,1
C1417FIJ,2022.0,4,1
C1417FMA,2022.0,2,1
C1417FMA,2022.0,5,1
C1417FMA,2022.0,7,1
C1417FMA,2022.0,10,1
C1417FMC,2022.0,5,1
C1417FNC,2022.0,11,1
C1417FNO,2023.0,2,1
C1417FNO,2023.0,3,1
C1417FNX,2022.0,10,1
C1417FOT,2023.0,2,1
C1417FOV,2023.0,2,1
C1417FOW,2022.0,3,1
C1417FRF,2022.0,10,1
C1417FRI,2022.0,3,1
C1417FRK,2023.0,1,1
C1417FSL,2022.0,6,1
C1417FYG,2022.0,1,8
C1417FYG,2022.0,2,1
C1417FYG,2022.0,3,1
C1417FYG,2022.0,4,2
C1417FYG,2023.0,1,1
C1417FYG,2023.0,2,1
C1417FYG,2023.0,3,1
C1417FYN,2022.0,10,1
C1417FYW,2022.0,3,1
C1417FYW,2022.0,10,1
C1417GFL,2023.0,1,1
C1417GFQ,2022.0,1,1
C1417GFQ,2022.0,3,1
C1417GFQ,2022.0,4,1
C1417GFQ,2022.0,8,1
C1417GFQ,2023.0,1,1
C1417GFQ,2023.0,3,1
C1417GGC,2022.0,8,1
C1417GGN,2022.0,4,1
C1417GHC,2022.0,9,1
C1417GKG,2022.0,1,1
C1417GOE,2023.0,1,1
C1417GYD,2022.0,6,3
C1417GYD,2022.0,8,1
C1417GYD,2022.0,9,1
C1417GYX,2022.0,1,1
C1417GYX,2022.0,2,1
C1417GZF,2022.0,2,1
C1417GZO,2023.0,3,1
C1417GZW,2022.0,1,1
C1417GZW,2022.0,2,1
C1417GZW,2022.0,7,1
C1417GZW,2022.0,11,2
C1417GZW,2022.0,12,1
C1417GZW,2023.0,2,1
C1417HAE,2022.0,2,1
C1417HAE,2022.0,4,1
C1417HAE,2022.0,5,2
C1417HAE,2022.0,6,1
C1417HAE,2022.0,9,2
C1417HAE,2022.0,10,1
C1417HAE,2023.0,4,1
C1417HBB,2022.0,5,1
C1417HFI,2022.0,2,1
C1419ABE,2022.0,4,1
C1419ABE,2022.0,5,1
C1419ABP,2022.0,7,1
C1419ABP,2022.0,11,1
C1419ABP,2022.0,12,1
C1419ACC,2022.0,10,1
C1419AHE,2022.0,11,1
C1419AHN,2022.0,1,157
C1419AHN,2022.0,2,10
C1419AHN,2022.0,3,8
C1419AHN,2022.0,4,6
C1419AHN,2022.0,5,15
C1419AHN,2022.0,6,24
C1419AHN,2022.0,7,7
C1419AHN,2022.0,8,12
C1419AHN,2022.0,9,1
C1419AHN,2022.0,10,9
C1419AHN,2022.0,11,10
C1419AHN,2022.0,12,38
C1419AHN,2023.0,1,8
C1419AHN,2023.0,2,5
C1419AHN,2023.0,3,6
C1419AHN,2023.0,4,1
C1419AHQ,2022.0,8,1
C1419AHV,2022.0,9,1
C1419AOM,2022.0,5,1
C1419BGE,2022.0,11,1
C1419BGJ,2023.0,2,1
C1419BHF,2022.0,12,1
C1419BMC,2022.0,1,1
C1419BNL,2022.0,2,1
C1419BNL,2022.0,6,2
C1419BNL,2022.0,7,1
C1419BVH,2022.0,3,1
C1419BVH,2022.0,8,1
C1419BVH,2022.0,9,1
C1419BXP,2022.0,4,1
C1419CMD,2022.0,4,2
C1419CNB,2022.0,12,1
C1419CTC,2022.0,11,2
C1419DFG,2022.0,7,1
C1419DFM,2023.0,3,1
C1419DHC,2022.0,2,1
C1419DKB,2023.0,3,1
C1419DKE,2022.0,4,1
C1419DMA,2023.0,2,1
C1419DMD,2022.0,4,1
C1419DQB,2022.0,11,1
C1419DTY,2022.0,11,1
C1419EBB,2022.0,1,1
C1419EDB,2022.0,11,1
C1419EDB,2022.0,12,1
C1419EDB,2023.0,1,1
C1419EED,2022.0,11,1
C1419EEJ,2023.0,2,1
C1419EEJ,2023.0,3,1
C1419EFI,2022.0,9,1
C1419EIB,2022.0,5,1
C1419EJB,2022.0,1,1
C1419EJH,2022.0,2,2
C1419EJH,2022.0,9,1
C1419ELA,2023.0,4,1
C1419ELJ,2022.0,10,1
C1419ELJ,2023.0,1,1
C1419ELJ,2023.0,3,1
C1419ELK,2022.0,8,1
C1419EQA,2022.0,6,1
C1419EQA,2022.0,7,1
C1419EQE,2022.0,5,1
C1419EQE,2023.0,1,1
C1419EQF,2022.0,7,1
C1419EQF,2022.0,10,1
C1419EQI,2022.0,9,1
C1419EQQ,2022.0,3,1
C1419EQS,2022.0,10,1
C1419EQW,2022.0,7,1
C1419ERA,2022.0,11,1
C1419ERA,2023.0,4,1
C1419ERB,2023.0,1,1
C1419ERO,2022.0,8,1
C1419EUD,2023.0,3,1
C1419EVE,2022.0,1,1
C1419EVG,2023.0,2,1
C1419EVG,2023.0,3,1
C1419EVR,2023.0,4,1
C1419EYD,2022.0,5,1
C1419EYD,2022.0,10,1
C1419FBD,2023.0,1,1
C1419FCN,2022.0,3,1
C1419FCN,2022.0,9,1
C1419FCN,2023.0,3,1
C1419FHI,2023.0,2,1
C1419FHI,2023.0,3,1
C1419FLF,2022.0,9,1
C1419FLJ,2022.0,3,1
C1419FMA,2022.0,6,1
C1419FMA,2022.0,12,1
C1419FNH,2022.0,3,1
C1419FPN,2022.0,12,1
C1419FPN,2023.0,1,1
C1419FRA,2022.0,2,1
C1419FRG,2022.0,8,1
C1419FSA,2022.0,12,1
C1419FSC,2022.0,10,1
C1419FSI,2023.0,4,1
C1419FSO,2022.0,8,1
C1419FSO,2022.0,9,2
C1419FSO,2023.0,1,3
C1419FSV,2022.0,8,1
C1419GDB,2022.0,7,1
C1419GDB,2022.0,10,1
C1419GDO,2022.0,11,1
C1419GFV,2022.0,3,1
C1419GFZ,2022.0,7,1
C1419GFZ,2022.0,12,1
C1419GGI,2022.0,1,1
C1419GHH,2022.0,11,1
C1419GIQ,2022.0,12,1
C1419GIW,2022.0,12,1
C1419GLK,2022.0,10,1
C1419GMA,2022.0,11,2
C1419GMA,2023.0,3,1
C1419GMI,2022.0,10,1
C1419GNC,2022.0,4,1
C1419GNE,2022.0,7,1
C1419GNE,2022.0,8,1
C1419GNE,2023.0,1,1
C1419GOB,2022.0,3,1
C1419GOB,2022.0,4,2
C1419GOB,2022.0,5,1
C1419GOB,2022.0,6,10
C1419GOB,2022.0,7,4
C1419GOB,2022.0,11,1
C1419GOI,2023.0,2,1
C1419GPZ,2023.0,1,1
C1419GTQ,2022.0,3,2
C1419GTQ,2022.0,9,1
C1419GVL,2023.0,2,1
C1419GVR,2022.0,11,1
C1419GZH,2023.0,3,1
C1419GZK,2022.0,4,1
C1419GZK,2022.0,5,1
C1419GZK,2022.0,6,1
C1419GZX,2022.0,6,1
C1419GZX,2022.0,8,1
C1419GZX,2022.0,9,1
C1419GZX,2022.0,11,1
C1419HAA,2022.0,10,1
C1419HAB,2022.0,2,1
C1419HAB,2022.0,10,1
C1419HAB,2022.0,11,2
C1419HAB,2023.0,1,1
C1419HAB,2023.0,3,1
C1419HAB,2023.0,4,1
C1419HAP,2022.0,11,1
C1419HBF,2022.0,5,1
C1419HBP,2023.0,3,1
C1419HBT,2023.0,3,1
C1419HCA,2022.0,11,1
C1419HCE,2022.0,4,1
C1419HCG,2022.0,9,1
C1419HCH,2022.0,5,1
C1419HCJ,2022.0,6,1
C1419HCO,2022.0,3,1
C1419HDJ,2023.0,2,1
C1419HDN,2022.0,1,3
C1419HDN,2022.0,3,1
C1419HDN,2022.0,4,1
C1419HDR,2022.0,1,1
C1419HDR,2022.0,5,1
C1419HDR,2022.0,8,1
C1419HDR,2022.0,12,1
C1419HEG,2022.0,1,5
C1419HEG,2022.0,4,1
C1419HFD,2022.0,11,1
C1419HFI,2022.0,1,33
C1419HFI,2022.0,5,1
C1419HFI,2022.0,6,2
C1419HFI,2022.0,12,1
C1419HFI,2023.0,4,1
C1419HGS,2023.0,3,1
C1419HHV,2022.0,6,1
C1419HLG,2022.0,2,1
C1419HLG,2022.0,6,1
C1419HLG,2022.0,7,1
C1419HLG,2022.0,12,1
C1419HLG,2023.0,2,1
C1419HLL,2022.0,12,1
C1419HLS,2023.0,3,1
C1419HOA,2023.0,4,1
C1419HOK,2022.0,9,1
C1419HOQ,2022.0,8,1
C1419HOX,2022.0,3,1
C1419HOX,2022.0,11,1
C1419HOX,2023.0,2,1
C1419HOY,2022.0,1,1
C1419HOY,2022.0,2,2
C1419HOY,2022.0,3,1
C1419HOY,2022.0,4,2
C1419HOY,2022.0,7,2
C1419HOY,2022.0,9,1
C1419HOY,2022.0,10,1
C1419HOY,2022.0,11,1
C1419HOY,2022.0,12,2
C1419HOY,2023.0,1,2
C1419HOY,2023.0,2,1
C1419HOY,2023.0,3,1
C1419HOY,2023.0,4,1
C1419HQA,2023.0,1,1
C1419HRE,2022.0,9,1
C1419HRL,2023.0,2,1
C1419HRN,2023.0,3,1
C1419HRT,2023.0,3,1
C1419HSH,2022.0,3,1
C1419HSH,2022.0,5,1
C1419HSH,2022.0,6,1
C1419HSH,2022.0,8,2
C1419HSH,2022.0,9,2
C1419HSH,2022.0,11,2
C1419HTW,2023.0,2,1
C1419HUS,2022.0,3,1
C1419HXA,2022.0,2,1
C1419HXA,2022.0,6,1
C1419HXA,2022.0,9,1
C1419HXA,2022.0,10,1
C1419HXA,2023.0,1,1
C1419HXB,2022.0,7,1
C1419HXB,2022.0,9,1
C1419HXN,2022.0,1,1
C1419HXN,2022.0,2,1
C1419HYF,2023.0,4,1
C1419HYH,2022.0,7,1
C1419HYH,2023.0,1,1
C1419HYT,2022.0,12,1
C1419HYX,2022.0,3,3
C1419HYX,2022.0,4,2
C1419HYX,2022.0,5,1
C1419HYX,2022.0,6,1
C1419HYX,2022.0,8,1
C1419HYX,2022.0,9,1
C1419HYX,2022.0,11,2
C1419HYX,2022.0,12,3
C1419HYX,2023.0,2,1
C1419HYX,2023.0,3,3
C1419HZH,2022.0,1,8
C1419HZH,2022.0,3,1
C1419HZR,2022.0,4,1
C1419HZR,2022.0,5,1
C1419HZR,2022.0,6,2
C1419HZR,2023.0,3,1
C1419IAG,2022.0,11,1
C1419IBA,2022.0,9,1
C1419IBA,2023.0,1,1
C1419ICR,2022.0,3,1
C1419ICS,2022.0,2,1
C1419ICS,2022.0,9,1
C1419ICS,2022.0,10,1
C1419ICS,2023.0,2,1
C1419ICS,2023.0,3,3
C1419ICX,2022.0,10,1
C1419ICX,2022.0,11,1
C1419IDW,2023.0,3,1
C1419IFN,2022.0,3,1
C1419IFQ,2022.0,11,1
C1419IFU,2022.0,1,4
C1419IFU,2022.0,11,1
C1419IFU,2023.0,2,1
C1419IGH,2022.0,7,1
C1419IGN,2022.0,3,1
C1419XXX,2022.0,5,1
C1424AAG,2022.0,1,5
C1424AAG,2022.0,6,1
C1424AAH,2022.0,8,1
C1424AAH,2022.0,11,1
C1424AAJ,2022.0,6,1
C1424AAJ,2022.0,11,1
C1424AAJ,2023.0,3,1
C1424AAN,2023.0,1,6
C1424AAO,2022.0,1,1
C1424AAO,2022.0,8,2
C1424AAO,2023.0,2,5
C1424AAO,2023.0,3,1
C1424AAO,2023.0,4,1
C1424AAP,2022.0,10,1
C1424ABE,2022.0,9,1
C1424ABE,2022.0,10,1
C1424ACA,2022.0,11,1
C1424ACH,2022.0,3,1
C1424AFF,2022.0,12,1
C1424AFS,2022.0,1,1
C1424AFS,2022.0,4,1
C1424AHD,2023.0,2,1
C1424AHI,2022.0,7,1
C1424AHN,2022.0,6,1
C1424AIA,2022.0,2,1
C1424ALC,2022.0,9,1
C1424AMA,2022.0,2,1
C1424AMA,2022.0,10,1
C1424AMA,2022.0,12,1
C1424AMB,2022.0,2,1
C1424AMB,2022.0,3,1
C1424AMC,2022.0,5,1
C1424AMD,2022.0,9,1
C1424AME,2022.0,3,1
C1424AMG,2022.0,1,1
C1424AML,2022.0,7,1
C1424AMQ,2022.0,3,1
C1424AMV,2023.0,1,1
C1424APG,2022.0,10,1
C1424APH,2022.0,4,1
C1424AQB,2022.0,1,1
C1424AQB,2022.0,3,2
C1424AQC,2022.0,1,1
C1424ARB,2022.0,5,1
C1424ARU,2022.0,1,1
C1424ARV,2022.0,1,3
C1424ARV,2022.0,2,3
C1424ARV,2022.0,3,6
C1424ARV,2022.0,4,9
C1424ARV,2022.0,5,3
C1424ARV,2022.0,6,2
C1424ARV,2022.0,7,5
C1424ARV,2022.0,8,2
C1424ARV,2022.0,9,7
C1424ARV,2022.0,10,3
C1424ARV,2022.0,11,1
C1424AYC,2022.0,5,1
C1424AYD,2022.0,4,1
C1424AYE,2022.0,1,1
C1424AYE,2023.0,3,1
C1424AYG,2022.0,5,1
C1424AYL,2022.0,2,2
C1424AYL,2022.0,3,2
C1424AYL,2022.0,4,2
C1424AYL,2022.0,6,1
C1424AYL,2023.0,1,1
C1424AYL,2023.0,2,2
C1424AYS,2023.0,4,1
C1424AYV,2022.0,12,1
C1424AYX,2022.0,10,1
C1424AZK,2023.0,4,1
C1424AZM,2022.0,4,1
C1424AZM,2023.0,3,1
C1424BDE,2022.0,7,1
C1424BDE,2022.0,9,1
C1424BDG,2022.0,6,1
C1424BDH,2023.0,4,1
C1424BDR,2022.0,5,1
C1424BDT,2023.0,4,1
C1424BDZ,2022.0,3,1
C1424BDZ,2022.0,9,9
C1424BDZ,2022.0,10,4
C1424BDZ,2022.0,11,1
C1424BDZ,2023.0,2,1
C1424BDZ,2023.0,3,1
C1424BJB,2022.0,7,1
C1424BJI,2023.0,2,1
C1424BKK,2023.0,4,1
C1424BLC,2023.0,1,1
C1424BLM,2022.0,11,1
C1424BOI,2022.0,1,4
C1424BOI,2022.0,2,1
C1424BOI,2022.0,4,1
C1424BOI,2022.0,5,3
C1424BOI,2022.0,6,2
C1424BOI,2022.0,7,2
C1424BOI,2022.0,8,1
C1424BOI,2022.0,9,1
C1424BOI,2022.0,10,1
C1424BOI,2022.0,11,2
C1424BOI,2023.0,1,2
C1424BOI,2023.0,2,2
C1424BOI,2023.0,3,2
C1424BOI,2023.0,4,1
C1424BOJ,2022.0,7,1
C1424BOL,2023.0,4,2
C1424BPA,2022.0,10,1
C1424BPL,2023.0,1,1
C1424BPL,2023.0,3,1
C1424BRA,2023.0,1,1
C1424BSC,2023.0,2,1
C1424BSD,2023.0,3,1
C1424BSF,2022.0,6,1
C1424BSF,2022.0,7,2
C1424BSF,2022.0,11,1
C1424BSF,2023.0,1,1
C1424BSF,2023.0,2,1
C1424BSH,2022.0,1,1
C1424BSN,2022.0,9,1
C1424BSP,2022.0,3,1
C1424BSP,2022.0,10,1
C1424BST,2022.0,3,1
C1424BVA,2022.0,5,1
C1424BVH,2022.0,5,1
C1424BVT,2022.0,7,1
C1424BVT,2022.0,9,1
C1424BVT,2023.0,1,1
C1424BVU,2022.0,3,1
C1424BYA,2022.0,2,1
C1424BYA,2022.0,8,1
C1424BYA,2022.0,10,1
C1424BYA,2022.0,11,1
C1424BYB,2022.0,3,1
C1424BYG,2022.0,11,1
C1424BYK,2022.0,12,1
C1424BYQ,2022.0,6,1
C1424BYS,2022.0,1,1
C1424BYS,2022.0,3,1
C1424BYS,2022.0,12,1
C1424BZA,2022.0,1,1
C1424BZB,2022.0,8,1
C1424BZD,2022.0,12,1
C1424BZK,2022.0,3,1
C1424BZK,2022.0,9,1
C1424BZK,2023.0,2,1
C1424BZL,2022.0,9,1
C1424BZL,2023.0,1,1
C1424BZL,2023.0,2,1
C1424BZP,2022.0,4,1
C1424CAR,2022.0,2,1
C1424CCA,2022.0,1,1
C1424CCA,2022.0,7,1
C1424CCA,2022.0,11,1
C1424CCA,2023.0,1,1
C1424CCC,2022.0,4,1
C1424CCC,2022.0,7,1
C1424CCC,2022.0,8,1
C1424CCC,2023.0,2,1
C1424CCC,2023.0,3,1
C1424CCE,2023.0,1,1
C1424CCF,2022.0,5,1
C1424CCI,2022.0,2,1
C1424CCI,2022.0,5,2
C1424CCI,2022.0,8,1
C1424CCI,2022.0,10,1
C1424CCI,2022.0,11,1
C1424CCL,2022.0,2,1
C1424CCL,2022.0,10,1
C1424CCM,2022.0,5,1
C1424CCR,2022.0,5,1
C1424CCR,2022.0,7,1
C1424CCR,2022.0,9,1
C1424CEA,2022.0,6,1
C1424CEB,2022.0,2,1
C1424CEB,2022.0,3,3
C1424CEB,2022.0,8,1
C1424CEB,2022.0,9,2
C1424CEB,2022.0,10,1
C1424CEB,2022.0,11,1
C1424CEB,2023.0,3,1
C1424CEC,2022.0,1,1
C1424CEC,2022.0,2,1
C1424CEC,2022.0,7,2
C1424CEC,2022.0,11,2
C1424CEC,2023.0,2,1
C1424CED,2022.0,9,1
C1424CEF,2022.0,2,1
C1424CEF,2022.0,3,3
C1424CEF,2022.0,6,1
C1424CEF,2022.0,11,1
C1424CEF,2022.0,12,1
C1424CEF,2023.0,1,2
C1424CEF,2023.0,2,1
C1424CEH,2022.0,8,1
C1424CEI,2022.0,6,1
C1424CEI,2023.0,3,1
C1424CEK,2022.0,9,1
C1424CEN,2022.0,3,1
C1424CER,2022.0,6,1
C1424CER,2022.0,8,1
C1424CER,2022.0,10,1
C1424CES,2022.0,4,1
C1424CES,2022.0,5,1
C1424CES,2022.0,9,1
C1424CET,2022.0,11,1
C1424CET,2023.0,2,1
C1424CEW,2022.0,6,1
C1424CEW,2022.0,7,1
C1424CEW,2022.0,10,1
C1424CEW,2023.0,3,1
C1424CEX,2022.0,3,1
C1424CEY,2022.0,2,1
C1424CEY,2022.0,5,1
C1424CEY,2022.0,6,1
C1424CEY,2022.0,9,2
C1424CEY,2022.0,11,1
C1424CEY,2023.0,3,2
C1424CHC,2022.0,5,1
C1424CHI,2023.0,3,1
C1424CHM,2022.0,3,1
C1424CHO,2022.0,3,1
C1424CHO,2022.0,7,1
C1424CHO,2022.0,8,1
C1424CHR,2022.0,11,1
C1424CHT,2022.0,1,1
C1424CHT,2022.0,6,1
C1424CHT,2023.0,3,1
C1424CHV,2023.0,1,1
C1424CIA,2022.0,2,2
C1424CIA,2022.0,3,1
C1424CIA,2022.0,4,1
C1424CIA,2022.0,7,1
C1424CIA,2022.0,10,1
C1424CIA,2023.0,3,1
C1424CIC,2022.0,4,1
C1424CIG,2022.0,4,1
C1424CIQ,2023.0,1,1
C1424CIS,2022.0,3,2
C1424CIS,2022.0,6,1
C1424CIU,2022.0,3,1
C1424CIU,2022.0,4,1
C1424CIU,2022.0,7,1
C1424CIU,2022.0,11,1
C1424CJA,2022.0,2,1
C1424CJA,2022.0,7,1
C1424CJA,2022.0,10,1
C1424CJA,2023.0,4,1
C1424CJB,2022.0,11,1
C1424CJB,2023.0,3,1
C1424CJO,2022.0,11,1
C1424CKJ,2022.0,3,1
C1424CKJ,2022.0,5,1
C1424CMU,2023.0,1,1
C1424COS,2022.0,2,1
C1424CQB,2022.0,5,1
C1424CQB,2022.0,6,1
C1424CQP,2022.0,1,1
C1424CSA,2022.0,2,1
C1424CSA,2022.0,11,1
C1424CSA,2022.0,12,1
C1424CSA,2023.0,1,2
C1424CUG,2022.0,9,1
C1424CWB,2022.0,11,1
C1424DAH,2022.0,9,1
C1424DAQ,2022.0,6,1
C1424DAT,2023.0,3,1
C1424DBH,2022.0,3,1
C1424DBH,2022.0,4,1
C1424DBH,2022.0,5,1
C1424DEA,2022.0,12,1
C1424DEG,2022.0,5,1
C1424DEG,2023.0,1,1
C1425AAE,2022.0,5,1
C1425AAE,2023.0,3,1
C1425AAI,2022.0,8,1
C1425AAI,2022.0,9,1
C1425AAR,2022.0,11,4
C1425AAU,2022.0,11,1
C1425AAX,2022.0,1,1
C1425AAX,2023.0,2,1
C1425AAY,2022.0,2,1
C1425ABO,2022.0,8,1
C1425ABW,2022.0,5,1
C1425ABW,2022.0,9,1
C1425ABW,2022.0,11,1
C1425ABY,2022.0,9,1
C1425ACE,2023.0,1,1
C1425AED,2022.0,10,1
C1425AEE,2022.0,1,1
C1425AEE,2022.0,2,2
C1425AEE,2022.0,3,1
