codPostalOcurrencia,año,mes,cant_codpostal
07263000,2023.0,1,9
07263000,2023.0,2,5
07263000,2023.0,3,9
07263000,2023.0,4,1
07265000,2022.0,1,1
07265000,2022.0,5,1
07265000,2022.0,6,1
07265000,2023.0,1,1
07265000,2023.0,3,1
07267000,2022.0,3,1
07267000,2022.0,4,1
07267000,2022.0,6,2
07267000,2022.0,7,1
07267000,2022.0,8,3
07267000,2022.0,9,1
07267000,2022.0,10,2
07267000,2022.0,11,1
07267000,2023.0,3,1
07267000,2023.0,4,1
07300000,2022.0,1,133
07300000,2022.0,2,34
07300000,2022.0,3,40
07300000,2022.0,4,54
07300000,2022.0,5,57
07300000,2022.0,6,42
07300000,2022.0,7,50
07300000,2022.0,8,46
07300000,2022.0,9,52
07300000,2022.0,10,37
07300000,2022.0,11,56
07300000,2022.0,12,41
07300000,2023.0,1,33
07300000,2023.0,2,28
07300000,2023.0,3,60
07300000,2023.0,4,17
07301000,2022.0,8,1
07301000,2022.0,10,3
07301000,2023.0,3,1
07303000,2022.0,1,31
07303000,2022.0,2,9
07303000,2022.0,3,13
07303000,2022.0,4,5
07303000,2022.0,5,9
07303000,2022.0,6,11
07303000,2022.0,7,11
07303000,2022.0,8,11
07303000,2022.0,9,9
07303000,2022.0,10,8
07303000,2022.0,11,8
07303000,2022.0,12,10
07303000,2023.0,1,2
07303000,2023.0,2,1
07303000,2023.0,3,10
07303000,2023.0,4,2
07305000,2022.0,5,1
07305000,2022.0,8,1
07305000,2022.0,10,1
07307000,2022.0,2,1
07307000,2022.0,3,1
07307000,2022.0,7,2
07307000,2022.0,12,2
07311000,2022.0,1,3
07311000,2022.0,2,1
07311000,2022.0,4,1
07311000,2022.0,6,1
07311000,2022.0,7,1
07311000,2022.0,9,1
07311000,2022.0,10,2
07311000,2023.0,1,1
07311000,2023.0,2,1
07311000,2023.0,3,3
07313000,2022.0,1,2
07313000,2022.0,4,1
07313000,2022.0,6,1
07313000,2022.0,8,1
07313000,2022.0,10,1
07313000,2023.0,2,1
07316000,2023.0,1,1
07318000,2022.0,1,3
07318000,2022.0,3,2
07318000,2022.0,4,2
07318000,2022.0,5,2
07318000,2022.0,6,5
07318000,2022.0,7,2
07318000,2022.0,8,2
07318000,2022.0,9,1
07318000,2022.0,10,1
07318000,2022.0,11,3
07318000,2022.0,12,2
07318000,2023.0,1,3
07318000,2023.0,2,2
07318000,2023.0,3,7
07318000,2023.0,4,2
07400000,2022.0,1,116
07400000,2022.0,2,48
07400000,2022.0,3,92
07400000,2022.0,4,85
07400000,2022.0,5,75
07400000,2022.0,6,78
07400000,2022.0,7,67
07400000,2022.0,8,90
07400000,2022.0,9,59
07400000,2022.0,10,51
07400000,2022.0,11,69
07400000,2022.0,12,64
07400000,2023.0,1,62
07400000,2023.0,2,55
07400000,2023.0,3,76
07400000,2023.0,4,39
07401000,2022.0,1,14
07401000,2022.0,2,11
07401000,2022.0,3,12
07401000,2022.0,4,4
07401000,2022.0,5,7
07401000,2022.0,6,5
07401000,2022.0,7,7
07401000,2022.0,8,6
07401000,2022.0,9,10
07401000,2022.0,10,5
07401000,2022.0,11,16
07401000,2022.0,12,6
07401000,2023.0,1,5
07401000,2023.0,2,9
07401000,2023.0,3,13
07401000,2023.0,4,1
07403000,2022.0,1,45
07403000,2022.0,2,1
07403000,2022.0,3,2
07403000,2022.0,4,3
07403000,2022.0,5,6
07403000,2022.0,6,9
07403000,2022.0,7,5
07403000,2022.0,8,3
07403000,2022.0,9,9
07403000,2022.0,10,9
07403000,2022.0,11,9
07403000,2022.0,12,4
07403000,2023.0,1,6
07403000,2023.0,2,7
07403000,2023.0,3,6
07403000,2023.0,4,2
07404000,2022.0,2,1
07406000,2022.0,1,16
07406000,2022.0,2,8
07406000,2022.0,3,8
07406000,2022.0,4,4
07406000,2022.0,5,6
07406000,2022.0,6,4
07406000,2022.0,7,12
07406000,2022.0,8,13
07406000,2022.0,9,6
07406000,2022.0,10,5
07406000,2022.0,11,10
07406000,2022.0,12,6
07406000,2023.0,1,4
07406000,2023.0,2,2
07406000,2023.0,3,3
07406000,2023.0,4,2
07407000,2022.0,2,1
07408000,2022.0,2,1
07408000,2022.0,4,2
07408000,2022.0,7,1
07408000,2022.0,12,1
07408000,2023.0,3,1
07414000,2022.0,1,16
07414000,2022.0,2,8
07414000,2022.0,3,7
07414000,2022.0,4,5
07414000,2022.0,5,6
07414000,2022.0,6,6
07414000,2022.0,7,2
07414000,2022.0,8,7
07414000,2022.0,9,3
07414000,2022.0,10,9
07414000,2022.0,11,7
07414000,2022.0,12,7
07414000,2023.0,1,5
07414000,2023.0,2,6
07414000,2023.0,3,7
07414000,2023.0,4,1
07436000,2022.0,2,1
07436000,2022.0,4,1
07436000,2022.0,8,1
07500000,2022.0,1,33
07500000,2022.0,2,18
07500000,2022.0,3,22
07500000,2022.0,4,17
07500000,2022.0,5,34
07500000,2022.0,6,21
07500000,2022.0,7,25
07500000,2022.0,8,30
07500000,2022.0,9,38
07500000,2022.0,10,26
07500000,2022.0,11,25
07500000,2022.0,12,30
07500000,2023.0,1,17
07500000,2023.0,2,26
07500000,2023.0,3,31
07500000,2023.0,4,12
07501000,2023.0,1,1
07503000,2022.0,2,1
07503000,2022.0,8,1
07503000,2022.0,9,2
07503000,2022.0,11,1
07503000,2023.0,1,2
07503000,2023.0,2,1
07503000,2023.0,3,2
07503000,2023.0,4,1
07505000,2022.0,3,1
07505000,2022.0,5,1
07505000,2022.0,6,1
07505000,2022.0,7,1
07505000,2022.0,12,2
07505000,2023.0,1,3
07507000,2022.0,6,1
07507000,2022.0,7,1
07507000,2022.0,8,1
07507000,2022.0,11,1
07507000,2023.0,3,1
07509000,2022.0,2,1
07509000,2022.0,3,2
07509000,2022.0,9,2
07509000,2022.0,11,1
07509000,2023.0,1,1
07511000,2022.0,1,2
07511000,2022.0,3,1
07511000,2022.0,6,3
07511000,2022.0,7,1
07511000,2022.0,8,4
07511000,2022.0,9,2
07511000,2022.0,10,1
07511000,2022.0,12,1
07511000,2023.0,3,1
07513000,2022.0,1,23
07513000,2022.0,2,10
07513000,2022.0,3,8
07513000,2022.0,4,7
07513000,2022.0,5,6
07513000,2022.0,6,9
07513000,2022.0,7,5
07513000,2022.0,8,4
07513000,2022.0,9,7
07513000,2022.0,10,8
07513000,2022.0,11,9
07513000,2022.0,12,7
07513000,2023.0,1,4
07513000,2023.0,2,6
07513000,2023.0,3,2
07515000,2022.0,1,2
07515000,2022.0,2,1
07515000,2022.0,10,1
07515000,2022.0,11,1
07515000,2023.0,1,2
07515000,2023.0,2,2
07515000,2023.0,3,1
07519000,2022.0,7,1
07521000,2022.0,1,20
07521000,2022.0,2,1
07521000,2022.0,4,1
07521000,2022.0,5,4
07521000,2022.0,6,5
07521000,2022.0,7,3
07521000,2022.0,8,7
07521000,2022.0,9,2
07521000,2022.0,11,1
07521000,2022.0,12,1
07521000,2023.0,2,1
07521000,2023.0,3,3
07521000,2023.0,4,1
07530000,2022.0,1,11
07530000,2022.0,2,9
07530000,2022.0,3,8
07530000,2022.0,4,9
07530000,2022.0,5,14
07530000,2022.0,6,11
07530000,2022.0,7,9
07530000,2022.0,8,13
07530000,2022.0,9,15
07530000,2022.0,10,7
07530000,2022.0,11,7
07530000,2022.0,12,4
07530000,2023.0,1,8
07530000,2023.0,2,7
07530000,2023.0,3,5
07530000,2023.0,4,3
07535000,2022.0,10,1
07535000,2023.0,3,1
07536000,2022.0,2,2
07536000,2022.0,6,1
07536000,2022.0,9,1
07536000,2022.0,11,1
07540000,2022.0,1,30
07540000,2022.0,2,6
07540000,2022.0,3,12
07540000,2022.0,4,7
07540000,2022.0,5,13
07540000,2022.0,6,8
07540000,2022.0,7,7
07540000,2022.0,8,14
07540000,2022.0,9,8
07540000,2022.0,10,18
07540000,2022.0,11,16
07540000,2022.0,12,14
07540000,2023.0,1,15
07540000,2023.0,2,5
07540000,2023.0,3,11
07540000,2023.0,4,5
07541000,2022.0,1,1
07541000,2022.0,2,1
07541000,2022.0,3,8
07541000,2022.0,6,2
07541000,2022.0,7,1
07541000,2022.0,10,1
07541000,2023.0,2,2
07545000,2022.0,1,11
07545000,2022.0,2,7
07545000,2022.0,3,3
07545000,2022.0,4,2
07545000,2022.0,5,2
07545000,2022.0,6,2
07545000,2022.0,7,1
07545000,2022.0,8,2
07545000,2022.0,9,1
07545000,2022.0,10,1
07545000,2022.0,11,2
07545000,2023.0,1,1
07545000,2023.0,2,1
07545000,2023.0,3,3
07547000,2022.0,10,1
07600000,2022.0,1,1923
07600000,2022.0,2,492
07600000,2022.0,3,566
07600000,2022.0,4,614
07600000,2022.0,5,605
07600000,2022.0,6,521
07600000,2022.0,7,524
07600000,2022.0,8,603
07600000,2022.0,9,599
07600000,2022.0,10,575
07600000,2022.0,11,567
07600000,2022.0,12,516
07600000,2023.0,1,582
07600000,2023.0,2,552
07600000,2023.0,3,651
07600000,2023.0,4,215
07601000,2022.0,1,70
07601000,2022.0,2,18
07601000,2022.0,3,28
07601000,2022.0,4,29
07601000,2022.0,5,28
07601000,2022.0,6,35
07601000,2022.0,7,43
07601000,2022.0,8,38
07601000,2022.0,9,45
07601000,2022.0,10,35
07601000,2022.0,11,45
07601000,2022.0,12,40
07601000,2023.0,1,28
07601000,2023.0,2,26
07601000,2023.0,3,43
07601000,2023.0,4,13
07603000,2022.0,1,22
07603000,2022.0,2,2
07603000,2022.0,3,2
07603000,2022.0,4,3
07603000,2022.0,5,3
07603000,2022.0,6,2
07603000,2022.0,7,2
07603000,2022.0,8,5
07603000,2022.0,9,3
07603000,2022.0,10,4
07603000,2022.0,11,3
07603000,2023.0,1,2
07603000,2023.0,2,3
07603000,2023.0,3,5
07605000,2022.0,1,14
07605000,2022.0,2,6
07605000,2022.0,3,3
07605000,2022.0,5,1
07605000,2022.0,6,3
07605000,2022.0,7,2
07605000,2022.0,8,1
07605000,2022.0,9,5
07605000,2022.0,10,9
07605000,2022.0,11,5
07605000,2022.0,12,6
07605000,2023.0,1,7
07605000,2023.0,2,4
07605000,2023.0,3,6
07605000,2023.0,4,1
07607000,2022.0,1,124
07607000,2022.0,2,13
07607000,2022.0,3,10
07607000,2022.0,4,9
07607000,2022.0,5,11
07607000,2022.0,6,15
07607000,2022.0,7,5
07607000,2022.0,8,12
07607000,2022.0,9,16
07607000,2022.0,10,11
07607000,2022.0,11,16
07607000,2022.0,12,10
07607000,2023.0,1,10
07607000,2023.0,2,12
07607000,2023.0,3,11
07607000,2023.0,4,1
07609000,2022.0,1,20
07609000,2022.0,2,11
07609000,2022.0,3,9
07609000,2022.0,4,5
07609000,2022.0,5,7
07609000,2022.0,6,8
07609000,2022.0,7,5
07609000,2022.0,8,11
07609000,2022.0,9,7
07609000,2022.0,10,5
07609000,2022.0,11,9
07609000,2022.0,12,9
07609000,2023.0,1,12
07609000,2023.0,2,8
07609000,2023.0,3,10
07609000,2023.0,4,2
07612000,2022.0,1,10
07612000,2022.0,2,2
07612000,2022.0,3,1
07612000,2022.0,4,4
07612000,2022.0,5,3
07612000,2022.0,6,8
07612000,2022.0,7,6
07612000,2022.0,8,1
07612000,2022.0,9,2
07612000,2022.0,10,4
07612000,2022.0,11,7
07612000,2022.0,12,1
07612000,2023.0,1,4
07612000,2023.0,2,5
07612000,2023.0,3,5
07620000,2022.0,1,109
07620000,2022.0,2,20
07620000,2022.0,3,44
07620000,2022.0,4,28
07620000,2022.0,5,24
07620000,2022.0,6,33
07620000,2022.0,7,27
07620000,2022.0,8,25
07620000,2022.0,9,27
07620000,2022.0,10,16
07620000,2022.0,11,25
07620000,2022.0,12,19
07620000,2023.0,1,13
07620000,2023.0,2,22
07620000,2023.0,3,24
07620000,2023.0,4,6
07623000,2022.0,1,1
07623000,2022.0,5,1
07623000,2022.0,6,1
07623000,2022.0,7,1
07623000,2022.0,9,1
07630000,2022.0,1,171
07630000,2022.0,2,41
07630000,2022.0,3,38
07630000,2022.0,4,51
07630000,2022.0,5,61
07630000,2022.0,6,67
07630000,2022.0,7,30
07630000,2022.0,8,42
07630000,2022.0,9,88
07630000,2022.0,10,59
07630000,2022.0,11,43
07630000,2022.0,12,49
07630000,2023.0,1,60
07630000,2023.0,2,43
07630000,2023.0,3,58
07630000,2023.0,4,19
07631000,2022.0,1,41
07631000,2022.0,2,13
07631000,2022.0,3,16
07631000,2022.0,4,11
07631000,2022.0,5,14
07631000,2022.0,6,16
07631000,2022.0,7,15
07631000,2022.0,8,20
07631000,2022.0,9,16
07631000,2022.0,10,25
07631000,2022.0,11,12
07631000,2022.0,12,21
07631000,2023.0,1,16
07631000,2023.0,2,17
07631000,2023.0,3,17
07631000,2023.0,4,4
07633000,2022.0,5,1
07635000,2022.0,1,59
07635000,2022.0,2,7
07635000,2022.0,3,1
07635000,2022.0,4,10
07635000,2022.0,5,7
07635000,2022.0,6,11
07635000,2022.0,7,6
07635000,2022.0,8,6
07635000,2022.0,9,8
07635000,2022.0,10,7
07635000,2022.0,11,2
07635000,2022.0,12,7
07635000,2023.0,1,3
07635000,2023.0,2,3
07635000,2023.0,3,9
07635000,2023.0,4,3
07637000,2022.0,1,2
07637000,2022.0,2,2
07637000,2022.0,3,2
07637000,2022.0,4,1
07637000,2022.0,5,2
07637000,2022.0,6,3
07637000,2022.0,7,3
07637000,2022.0,8,1
07637000,2022.0,10,2
07637000,2022.0,11,1
07637000,2022.0,12,2
07637000,2023.0,1,4
07637000,2023.0,2,1
07641000,2022.0,3,1
07641000,2022.0,4,1
07641000,2022.0,6,1
07641000,2022.0,8,1
07641000,2022.0,9,2
07641000,2022.0,11,3
07641000,2023.0,2,1
07641000,2023.0,3,1
07641000,2023.0,4,1
08000000,2022.0,1,444
08000000,2022.0,2,178
08000000,2022.0,3,195
08000000,2022.0,4,177
08000000,2022.0,5,242
08000000,2022.0,6,219
08000000,2022.0,7,157
08000000,2022.0,8,205
08000000,2022.0,9,201
08000000,2022.0,10,190
08000000,2022.0,11,185
08000000,2022.0,12,177
08000000,2023.0,1,170
08000000,2023.0,2,156
08000000,2023.0,3,193
08000000,2023.0,4,73
08001000,2023.0,1,3
08001000,2023.0,2,1
08001000,2023.0,3,1
08100000,2022.0,8,1
08100000,2023.0,2,2
08100000,2023.0,3,1
08101000,2022.0,9,1
08101000,2023.0,1,1
08101000,2023.0,2,1
08101000,2023.0,3,2
08101000,2023.0,4,1
08103000,2022.0,1,60
08103000,2022.0,2,16
08103000,2022.0,3,12
08103000,2022.0,4,6
08103000,2022.0,5,5
08103000,2022.0,6,16
08103000,2022.0,7,10
08103000,2022.0,8,7
08103000,2022.0,9,7
08103000,2022.0,10,14
08103000,2022.0,11,7
08103000,2022.0,12,6
08103000,2023.0,1,3
08103000,2023.0,2,10
08103000,2023.0,3,18
08103000,2023.0,4,5
08105000,2022.0,1,2
08105000,2022.0,2,2
08105000,2022.0,3,4
08105000,2022.0,4,2
08105000,2022.0,5,2
08105000,2022.0,6,3
08105000,2022.0,7,3
08105000,2022.0,8,1
08105000,2022.0,9,5
08105000,2022.0,10,2
08105000,2022.0,11,1
08105000,2022.0,12,1
08105000,2023.0,1,2
08105000,2023.0,2,3
08105000,2023.0,3,3
08105000,2023.0,4,2
08107000,2022.0,3,2
08107000,2022.0,4,1
08107000,2022.0,5,2
08107000,2022.0,6,1
08107000,2022.0,8,2
08107000,2022.0,10,1
08107000,2023.0,2,1
08109000,2022.0,1,38
08109000,2022.0,2,19
08109000,2022.0,3,24
08109000,2022.0,4,26
08109000,2022.0,5,28
08109000,2022.0,6,31
08109000,2022.0,7,16
08109000,2022.0,8,24
08109000,2022.0,9,26
08109000,2022.0,10,34
08109000,2022.0,11,27
08109000,2022.0,12,15
08109000,2023.0,1,13
08109000,2023.0,2,22
08109000,2023.0,3,31
08109000,2023.0,4,10
08111000,2022.0,1,12
08111000,2022.0,2,2
08111000,2022.0,3,2
08111000,2022.0,4,4
08111000,2022.0,5,3
08111000,2022.0,6,4
08111000,2022.0,8,3
08111000,2022.0,9,1
08111000,2022.0,10,5
08111000,2022.0,12,2
08111000,2023.0,2,1
08111000,2023.0,4,1
08115000,2022.0,1,3
08115000,2022.0,2,1
08115000,2022.0,3,3
08115000,2022.0,4,2
08115000,2022.0,5,1
08115000,2022.0,7,1
08115000,2022.0,8,2
08115000,2022.0,9,1
08115000,2022.0,11,4
08115000,2022.0,12,2
08115000,2023.0,1,2
08115000,2023.0,3,3
08115000,2023.0,4,1
08117000,2022.0,2,1
08117000,2023.0,1,1
08117000,2023.0,3,1
08118000,2022.0,1,2
08118000,2022.0,2,1
08118000,2022.0,3,1
08118000,2022.0,5,1
08118000,2022.0,7,1
08118000,2022.0,8,2
08118000,2022.0,10,4
08118000,2022.0,11,1
08118000,2022.0,12,2
08118000,2023.0,1,3
08118000,2023.0,3,1
08118000,2023.0,4,2
08124000,2022.0,2,1
08126000,2022.0,9,1
08126000,2022.0,10,1
08126000,2022.0,11,1
08129000,2022.0,3,1
08129000,2022.0,4,1
08129000,2022.0,6,1
08129000,2022.0,7,1
08129000,2022.0,12,1
08132000,2022.0,1,7
08132000,2022.0,2,2
08132000,2022.0,3,1
08132000,2022.0,4,3
08132000,2022.0,5,3
08132000,2022.0,6,2
08132000,2022.0,7,3
08132000,2022.0,8,6
08132000,2022.0,9,2
08132000,2022.0,11,3
08132000,2023.0,1,5
08132000,2023.0,2,5
08132000,2023.0,3,4
08132000,2023.0,4,1
08134000,2022.0,1,1
08134000,2022.0,2,1
08134000,2022.0,4,1
08134000,2022.0,5,3
08134000,2022.0,10,1
08134000,2022.0,11,3
08134000,2023.0,1,1
08134000,2023.0,3,2
08136000,2022.0,1,1
08136000,2022.0,5,3
08136000,2022.0,9,2
08136000,2022.0,10,1
08136000,2022.0,11,1
08136000,2023.0,3,1
08136000,2023.0,4,1
08138000,2022.0,1,10
08138000,2022.0,2,14
08138000,2022.0,3,20
08138000,2022.0,4,19
08138000,2022.0,5,13
08138000,2022.0,6,18
08138000,2022.0,7,11
08138000,2022.0,8,15
08138000,2022.0,9,16
08138000,2022.0,10,12
08138000,2022.0,11,13
08138000,2022.0,12,18
08138000,2023.0,1,9
08138000,2023.0,2,12
08138000,2023.0,3,9
08138000,2023.0,4,9
08142000,2022.0,1,2
08142000,2022.0,2,4
08142000,2022.0,3,5
08142000,2022.0,4,1
08142000,2022.0,5,4
08142000,2022.0,6,3
08142000,2022.0,7,2
08142000,2022.0,8,4
08142000,2022.0,9,3
08142000,2022.0,10,4
08142000,2022.0,11,2
08142000,2022.0,12,1
08142000,2023.0,1,5
08142000,2023.0,3,4
08142000,2023.0,4,2
08144000,2022.0,7,1
08144000,2022.0,10,1
08146000,2022.0,1,9
08146000,2022.0,2,4
08146000,2022.0,3,5
08146000,2022.0,4,2
08146000,2022.0,5,2
08146000,2022.0,6,3
08146000,2022.0,7,3
08146000,2022.0,8,3
08146000,2022.0,9,5
08146000,2022.0,10,3
08146000,2022.0,11,1
08146000,2022.0,12,3
08146000,2023.0,1,1
08146000,2023.0,3,1
08146000,2023.0,4,1
08148000,2022.0,1,2
08148000,2022.0,2,4
08148000,2022.0,3,5
08148000,2022.0,4,5
08148000,2022.0,5,7
08148000,2022.0,6,5
08148000,2022.0,7,5
08148000,2022.0,8,4
08148000,2022.0,9,1
08148000,2022.0,10,2
08148000,2022.0,11,8
08148000,2022.0,12,8
08148000,2023.0,1,8
08148000,2023.0,2,4
08148000,2023.0,3,5
08150000,2022.0,1,10
08150000,2022.0,2,4
08150000,2022.0,3,4
08150000,2022.0,4,7
08150000,2022.0,5,6
08150000,2022.0,6,7
08150000,2022.0,7,6
08150000,2022.0,8,7
08150000,2022.0,9,3
08150000,2022.0,10,9
08150000,2022.0,11,4
08150000,2022.0,12,2
08150000,2023.0,1,2
08150000,2023.0,2,6
08150000,2023.0,3,3
08150000,2023.0,4,3
08153000,2022.0,1,41
08153000,2022.0,2,6
08153000,2022.0,3,4
08153000,2022.0,4,2
08153000,2022.0,5,6
08153000,2022.0,6,13
08153000,2022.0,7,7
08153000,2022.0,8,2
08153000,2022.0,9,9
08153000,2022.0,10,9
08153000,2022.0,11,9
08153000,2022.0,12,3
08153000,2023.0,1,8
08153000,2023.0,2,14
08153000,2023.0,3,7
08154000,2022.0,6,1
08154000,2022.0,11,1
08154000,2023.0,3,1
08156000,2022.0,4,2
08156000,2022.0,7,1
08156000,2022.0,8,1
08156000,2022.0,9,1
08156000,2023.0,1,1
08160000,2022.0,1,10
08160000,2022.0,2,1
08160000,2022.0,3,1
08160000,2022.0,4,4
08160000,2022.0,5,3
08160000,2022.0,6,3
08160000,2022.0,7,4
08160000,2022.0,8,2
08160000,2022.0,9,2
08160000,2022.0,10,4
08160000,2022.0,11,8
08160000,2022.0,12,2
08160000,2023.0,1,3
08160000,2023.0,2,5
08160000,2023.0,3,7
08160000,2023.0,4,3
08162000,2022.0,6,1
08162000,2022.0,8,1
08162000,2022.0,11,1
08162000,2022.0,12,1
08164000,2022.0,3,1
08164000,2022.0,6,1
08164000,2022.0,8,1
08166000,2022.0,1,3
08166000,2022.0,2,1
08166000,2022.0,3,1
08166000,2022.0,5,2
08166000,2022.0,6,1
08166000,2022.0,7,2
08166000,2022.0,8,2
08166000,2022.0,9,3
08166000,2022.0,10,1
08166000,2023.0,2,1
08166000,2023.0,3,2
08168000,2022.0,1,2
08168000,2022.0,2,1
08168000,2022.0,3,2
08168000,2022.0,4,5
08168000,2022.0,5,2
08168000,2022.0,6,1
08168000,2022.0,7,3
08168000,2022.0,8,3
08168000,2022.0,9,1
08168000,2022.0,10,2
08168000,2022.0,11,2
08168000,2022.0,12,4
08168000,2023.0,1,1
08168000,2023.0,2,4
08170000,2022.0,1,9
08170000,2022.0,2,4
08170000,2022.0,3,6
08170000,2022.0,4,3
08170000,2022.0,5,3
08170000,2022.0,6,7
08170000,2022.0,7,3
08170000,2022.0,8,1
08170000,2022.0,9,1
08170000,2022.0,10,4
08170000,2022.0,11,2
08170000,2022.0,12,1
08170000,2023.0,1,5
08170000,2023.0,2,2
08170000,2023.0,3,5
08170000,2023.0,4,1
08171000,2022.0,3,1
08171000,2022.0,4,1
08171000,2022.0,7,1
08171000,2022.0,10,1
08174000,2022.0,1,1
08174000,2022.0,2,1
08174000,2022.0,3,5
08174000,2022.0,4,3
08174000,2022.0,5,2
08174000,2022.0,6,1
08174000,2022.0,7,1
08174000,2022.0,8,5
08174000,2022.0,9,2
08174000,2022.0,10,2
08174000,2022.0,11,1
08174000,2023.0,1,1
08174000,2023.0,2,3
08175000,2022.0,1,2
08175000,2022.0,12,1
08175000,2023.0,2,2
08180000,2022.0,1,2
08180000,2022.0,3,5
08180000,2022.0,4,5
08180000,2022.0,5,1
08180000,2022.0,6,2
08180000,2022.0,7,1
08180000,2022.0,8,1
08180000,2022.0,10,2
08180000,2022.0,11,2
08180000,2022.0,12,4
08180000,2023.0,1,5
08180000,2023.0,2,1
08180000,2023.0,3,2
08180000,2023.0,4,1
08181000,2022.0,5,2
08181000,2022.0,11,1
08183000,2022.0,1,1
08183000,2022.0,2,1
08183000,2022.0,3,1
08183000,2022.0,4,3
08183000,2022.0,5,2
08183000,2022.0,6,5
08183000,2022.0,7,2
08183000,2022.0,8,2
08183000,2022.0,9,1
08183000,2022.0,10,1
08183000,2022.0,11,1
08183000,2022.0,12,3
08183000,2023.0,2,1
08183000,2023.0,3,6
08185000,2022.0,1,1
08185000,2022.0,4,1
08185000,2022.0,5,1
08185000,2022.0,7,2
08185000,2022.0,12,1
08187000,2022.0,3,1
08187000,2022.0,4,1
08187000,2022.0,6,1
08187000,2022.0,7,2
08187000,2022.0,9,1
08187000,2022.0,12,3
08200000,2022.0,1,13
08200000,2022.0,2,7
08200000,2022.0,3,8
08200000,2022.0,4,9
08200000,2022.0,5,4
08200000,2022.0,6,7
08200000,2022.0,7,7
08200000,2022.0,8,6
08200000,2022.0,9,8
08200000,2022.0,10,8
08200000,2022.0,11,5
08200000,2022.0,12,5
08200000,2023.0,1,9
08200000,2023.0,2,4
08200000,2023.0,3,8
08200000,2023.0,4,2
08201000,2022.0,1,6
08201000,2022.0,2,6
08201000,2022.0,3,6
08201000,2022.0,4,6
08201000,2022.0,5,14
08201000,2022.0,6,10
08201000,2022.0,7,9
08201000,2022.0,8,2
08201000,2022.0,9,9
08201000,2022.0,10,6
08201000,2022.0,11,4
08201000,2022.0,12,5
08201000,2023.0,1,6
08201000,2023.0,2,4
08201000,2023.0,3,5
08201000,2023.0,4,3
08203000,2022.0,11,1
08203000,2022.0,12,1
08203000,2023.0,3,1
08204000,2022.0,1,1
08204000,2022.0,2,1
08204000,2022.0,3,3
08204000,2022.0,5,2
08204000,2022.0,6,1
08204000,2022.0,7,2
08204000,2022.0,8,3
08204000,2022.0,9,3
08204000,2022.0,10,1
08204000,2023.0,1,1
08204000,2023.0,2,3
08204000,2023.0,3,4
08206000,2022.0,2,1
08206000,2022.0,6,2
08206000,2023.0,2,1
08206000,2023.0,3,2
08208000,2022.0,1,1
08208000,2022.0,2,1
08208000,2022.0,4,1
08208000,2022.0,5,2
08208000,2022.0,6,1
08208000,2022.0,10,1
08208000,2022.0,12,1
08212000,2022.0,1,1
08212000,2022.0,2,1
08212000,2022.0,4,1
08212000,2022.0,5,1
08212000,2022.0,8,1
08214000,2022.0,2,1
08214000,2022.0,5,1
08214000,2022.0,9,1
08214000,2022.0,11,1
08214000,2023.0,2,1
08214000,2023.0,3,1
08291000,2022.0,5,1
08291000,2022.0,6,1
08291000,2022.0,8,1
08300000,2022.0,1,371
08300000,2022.0,2,158
08300000,2022.0,3,157
08300000,2022.0,4,153
08300000,2022.0,5,244
08300000,2022.0,6,185
08300000,2022.0,7,197
08300000,2022.0,8,201
08300000,2022.0,9,179
08300000,2022.0,10,153
08300000,2022.0,11,179
08300000,2022.0,12,152
08300000,2023.0,1,170
08300000,2023.0,2,123
08300000,2023.0,3,185
08300000,2023.0,4,99
08301000,2022.0,1,2
08301000,2022.0,2,1
08301000,2022.0,11,2
08301000,2023.0,4,1
08302000,2022.0,5,3
08302000,2022.0,10,1
08302000,2023.0,3,2
08303000,2022.0,1,41
08303000,2022.0,2,15
08303000,2022.0,3,17
08303000,2022.0,4,17
08303000,2022.0,5,14
08303000,2022.0,6,19
08303000,2022.0,7,16
08303000,2022.0,8,17
08303000,2022.0,9,14
08303000,2022.0,10,12
08303000,2022.0,11,20
08303000,2022.0,12,26
08303000,2023.0,1,16
08303000,2023.0,2,13
08303000,2023.0,3,20
08303000,2023.0,4,3
08304000,2022.0,1,6
08304000,2022.0,2,2
08304000,2022.0,3,4
08304000,2022.0,4,5
08304000,2022.0,5,6
08304000,2022.0,6,7
08304000,2022.0,7,1
08304000,2022.0,8,3
08304000,2022.0,9,1
08304000,2022.0,10,5
08304000,2022.0,11,3
08304000,2022.0,12,2
08304000,2023.0,2,2
08304000,2023.0,3,3
08304000,2023.0,4,1
08305000,2022.0,1,38
08305000,2022.0,2,36
08305000,2022.0,3,50
08305000,2022.0,4,28
08305000,2022.0,5,31
08305000,2022.0,6,29
08305000,2022.0,7,27
08305000,2022.0,8,35
08305000,2022.0,9,35
08305000,2022.0,10,27
08305000,2022.0,11,36
08305000,2022.0,12,31
08305000,2023.0,1,38
08305000,2023.0,2,37
08305000,2023.0,3,44
08305000,2023.0,4,15
08307000,2022.0,1,59
08307000,2022.0,2,4
08307000,2022.0,3,14
08307000,2022.0,4,6
08307000,2022.0,5,13
08307000,2022.0,6,14
08307000,2022.0,7,10
08307000,2022.0,8,22
08307000,2022.0,9,12
08307000,2022.0,10,13
08307000,2022.0,11,22
08307000,2022.0,12,13
08307000,2023.0,1,9
08307000,2023.0,2,7
08307000,2023.0,3,14
08307000,2023.0,4,7
08308000,2022.0,2,5
